Formation;Nom anonymisé;Prénom anonymisé;Numéro;Genre;Date de naissance;Profil;Type établissement;Libellé établissement;Commune établissement;Département établissement;Pays établissement;Série;LV 1;LV 2
DUT INFO;XXX3128;Yyy596;132281;M;08/07/2001;En Terminale;Lycée français;Groupe scolaire La Résidence;Casablanca;99;Maroc;S;Arabe;Anglais
DUT CS;XXX3768;Yyy949;133713;F;04/04/2002;En Terminale;Lycée français;Lycée des métiers des soins et des services à la personne La Morlette;Cenon;33;France;P;Anglais;
DUT INFO;XXX7451;Yyy904;134284;M;29/04/2002;En Terminale;Lycée français;Lycée Français de Santa Cruz;Santa Cruz de la Sierra;99;Bolivie;S;Anglais;Espagnol
DUT RT;XXX6756;Yyy443;134284;M;29/04/2002;En Terminale;Lycée français;Lycée Français de Santa Cruz;Santa Cruz de la Sierra;99;Bolivie;S;Anglais;Espagnol
DUT INFO;XXX7758;Yyy906;134407;M;31/08/2001;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;STI2D;Anglais;Espagnol
DUT INFO;XXX9856;Yyy266;134471;M;25/09/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;S;Anglais;Espagnol
DUT RT;XXX3495;Yyy682;134515;M;06/04/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;STI2D;Anglais;Espagnol
DUT RT;XXX9318;Yyy983;134524;M;27/04/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;STI2D;Anglais;Espagnol
DUT INFO;XXX4043;Yyy892;134526;M;01/12/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;STI2D;Anglais;Espagnol
DUT RT;XXX5755;Yyy760;134526;M;01/12/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;STI2D;Anglais;Espagnol
DUT INFO;XXX9119;Yyy343;134540;M;29/09/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;S;Anglais;Espagnol
DUT RT;XXX9962;Yyy463;134544;M;24/04/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;S;Anglais;Espagnol
DUT INFO;XXX1653;Yyy213;134563;M;09/08/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;S;Anglais;Espagnol
DUT INFO;XXX5870;Yyy554;134621;F;30/05/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;S;Anglais;Espagnol
DUT GIM;XXX9537;Yyy243;134628;M;06/07/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;STI2D;Anglais;Espagnol
DUT INFO;XXX6781;Yyy348;134640;M;03/10/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;STI2D;Anglais;Espagnol
DUT INFO;XXX3425;Yyy712;134681;M;24/05/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;STI2D;Anglais;Espagnol
DUT RT;XXX637;Yyy951;134703;M;21/08/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;STI2D;Anglais;Italien
DUT INFO;XXX3518;Yyy935;134709;M;26/07/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;STI2D;Anglais;Espagnol
DUT RT;XXX6304;Yyy571;134722;M;19/05/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;S;Anglais;Espagnol
DUT INFO;XXX3876;Yyy789;134752;M;16/11/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;S;Anglais;Espagnol
DUT INFO;XXX4228;Yyy590;134754;M;22/03/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;STI2D;Anglais;Espagnol
DUT RT;XXX5602;Yyy911;134754;M;22/03/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;STI2D;Anglais;Espagnol
DUT RT;XXX9107;Yyy411;134786;M;21/03/2002;En Terminale;Lycée français;Lycée Irene et Frederic Joliot Curie;Sète;34;France;STI2D;Anglais;Espagnol
DUT CS;XXX8696;Yyy387;134925;F;31/10/2002;En Terminale;Lycée français;Lycée polyvalent Dupuy de Lôme;Brest;29;France;ST2S;Anglais;Espagnol
DUT CS;XXX5905;Yyy607;134955;F;30/03/2001;En Terminale;Lycée français;Lycée polyvalent Dupuy de Lôme;Brest;29;France;ST2S;Anglais;Espagnol
DUT INFO;XXX8647;Yyy418;136102;M;13/05/2002;En Terminale;Lycée français;Lycée polyvalent privé Notre Dame;Fontenay-le-Comte;85;France;S;Anglais;Espagnol
DUT INFO;XXX3948;Yyy593;137646;M;07/11/2002;En Terminale;Lycée français;Lycée GUSTAVE EIFFEL;Gagny;93;France;S;Anglais;Espagnol
DUT GIM;XXX5800;Yyy120;137702;F;13/03/2002;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;S;Anglais;Espagnol
DUT GIM;XXX3411;Yyy994;137708;M;20/07/2002;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;S;Anglais;Espagnol
DUT GIM;XXX2246;Yyy433;137709;M;20/07/2002;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;S;Anglais;Espagnol
DUT INFO;XXX4537;Yyy199;137716;M;24/12/2002;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;STI2D;Anglais;Espagnol
DUT INFO;XXX5852;Yyy281;137717;M;04/12/2003;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;S;Anglais;Espagnol
DUT INFO;XXX3816;Yyy467;137720;M;10/09/2002;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;S;Anglais;Espagnol
DUT INFO;XXX4297;Yyy939;137724;M;20/12/2002;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;STI2D;Anglais;Espagnol
DUT RT;XXX6591;Yyy102;137724;M;20/12/2002;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;STI2D;Anglais;Espagnol
DUT GIM;XXX8398;Yyy601;137729;M;11/06/2002;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;S;Anglais;Espagnol
DUT CS;XXX1877;Yyy907;137746;F;11/05/2002;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;ST2S;Anglais;Espagnol
DUT INFO;XXX9392;Yyy694;137762;M;31/05/2002;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;STI2D;Anglais;Espagnol
DUT RT;XXX7119;Yyy776;137764;M;01/03/2002;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;STI2D;Anglais;Espagnol
DUT GIM;XXX6746;Yyy566;137775;M;19/10/2002;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;STI2D;Anglais;Espagnol
DUT CS;XXX4265;Yyy899;137789;F;03/12/2001;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;ST2S;Anglais;Espagnol
DUT INFO;XXX2277;Yyy391;137794;M;28/06/2002;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;S;Anglais;Espagnol
DUT RT;XXX7170;Yyy768;137804;M;09/06/2001;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;STI2D;Anglais;Espagnol
DUT CS;XXX2727;Yyy660;137805;F;12/03/2003;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;ST2S;Anglais;Espagnol
DUT INFO;XXX4876;Yyy167;137812;M;21/01/2002;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;STI2D;Anglais;Espagnol
DUT INFO;XXX6364;Yyy748;137821;M;11/01/2002;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;STI2D;Anglais;Espagnol
DUT INFO;XXX4325;Yyy801;137825;M;11/09/2002;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;STI2D;Anglais;Espagnol
DUT GIM;XXX9606;Yyy715;137830;M;01/10/2001;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;STI2D;Anglais;Espagnol
DUT CS;XXX1575;Yyy828;137838;F;13/08/2002;En Terminale;Lycée français;Lycée Louis Querbes;Rodez;12;France;ST2S;Anglais;Espagnol
DUT CS;XXX1390;Yyy902;137929;F;24/07/2002;En Terminale;Lycée français;Lycée Roland Garros;Le Tampon;974;France;ST2S;Anglais;Espagnol
DUT INFO;XXX8267;Yyy529;138261;M;22/12/2000;En Terminale;Lycée français;Lycée Roland Garros;Le Tampon;974;France;STI2D;Anglais;Espagnol
DUT INFO;XXX3527;Yyy583;138270;M;09/01/2002;En Terminale;Lycée français;Lycée Roland Garros;Le Tampon;974;France;S;Anglais;Espagnol
DUT GIM;XXX8024;Yyy634;138519;M;29/05/2000;En Terminale;Lycée français;Lycée Roland Garros;Le Tampon;974;France;STI2D;Anglais;Espagnol
DUT INFO;XXX9441;Yyy717;138519;M;29/05/2000;En Terminale;Lycée français;Lycée Roland Garros;Le Tampon;974;France;STI2D;Anglais;Espagnol
DUT CS;XXX2468;Yyy674;138669;F;06/08/2002;En Terminale;Lycée français;Lycée Jean Moulin;Draguignan;83;France;ES;Anglais;Italien
DUT GIM;XXX1957;Yyy358;143031;M;16/07/2002;En Terminale;Lycée français;Lycée Jeanne d'Arc-St Ivy;Pontivy;56;France;S;Anglais;Espagnol
DUT CS;XXX1383;Yyy356;144029;F;30/09/2001;En Terminale;Lycée français;Lycée Francois Mauriac-Forez;Andrézieux-Bouthéon;42;France;ES;Anglais;Espagnol
DUT INFO;XXX3793;Yyy452;144955;M;12/04/2002;En Terminale;Lycée français;Lycée Paul Claudel;Laon;2;France;S;Anglais;Espagnol
DUT INFO;XXX3582;Yyy145;145830;M;16/05/2002;En Terminale;Lycée français;Lycée Saint Maurice;Romans-sur-Isère;26;France;S;Anglais;Italien
DUT RT;XXX7177;Yyy141;145830;M;16/05/2002;En Terminale;Lycée français;Lycée Saint Maurice;Romans-sur-Isère;26;France;S;Anglais;Italien
DUT RT;XXX6820;Yyy835;146753;M;16/07/2002;En Terminale;Lycée français;Lycée Sainte Croix -Saint Euverte;Orléans;45;France;STI2D;Anglais;Allemand
DUT CS;XXX3561;Yyy573;147146;F;13/12/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;ST2S;Espagnol;Anglais
DUT INFO;XXX1125;Yyy426;147185;M;10/07/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;S;Anglais;Espagnol
DUT RT;XXX4831;Yyy850;147215;M;13/04/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;STI2D;Anglais;Allemand
DUT RT;XXX6134;Yyy309;147233;M;26/04/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;S;Anglais;Espagnol
DUT INFO;XXX9096;Yyy767;147244;M;26/09/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;STI2D;Anglais;Espagnol
DUT CS;XXX2057;Yyy118;147253;F;04/12/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;STMG;Espagnol;Anglais
DUT GIM;XXX6400;Yyy954;147266;M;18/04/2001;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;S;Anglais;Espagnol
DUT INFO;XXX9987;Yyy738;147307;M;09/08/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;S;Anglais;Espagnol
DUT INFO;XXX5394;Yyy678;147338;M;29/12/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;S;Anglais;Allemand
DUT INFO;XXX1236;Yyy907;147344;M;22/05/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;STI2D;Anglais;Espagnol
DUT CS;XXX8002;Yyy897;147362;F;09/11/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;ES;Anglais;Espagnol
DUT CS;XXX4330;Yyy617;147375;M;16/05/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;STMG;Espagnol;Anglais
DUT RT;XXX1313;Yyy274;147390;M;31/08/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;STI2D;Anglais;Espagnol
DUT INFO;XXX7055;Yyy212;147410;M;29/04/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;S;Anglais;Allemand
DUT INFO;XXX4783;Yyy694;147450;M;29/05/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;STI2D;Anglais;Espagnol
DUT GIM;XXX5118;Yyy584;147486;M;18/09/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;STI2D;Anglais;Espagnol
DUT GIM;XXX5108;Yyy751;147506;M;11/02/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;S;Anglais;Espagnol
DUT INFO;XXX3819;Yyy626;147510;M;29/05/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;STI2D;Anglais;Espagnol
DUT CS;XXX4308;Yyy962;147573;F;21/05/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;S;Espagnol;Anglais
DUT GIM;XXX8878;Yyy586;147596;M;07/11/2001;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;S;Anglais;Espagnol
DUT CS;XXX2839;Yyy175;147637;F;22/05/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;ST2S;Anglais;Espagnol
DUT GIM;XXX5855;Yyy598;147645;M;26/11/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;STI2D;Anglais;Espagnol
DUT CS;XXX8574;Yyy767;147701;F;12/07/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;ST2S;Anglais;Espagnol
DUT INFO;XXX6342;Yyy569;147706;F;14/01/2002;En Terminale;Lycée français;Lycée polyvalent Louise Michel;Narbonne;11;France;STMG;Anglais;Espagnol
DUT INFO;XXX7285;Yyy436;148438;M;02/07/2002;En Terminale;Lycée français;Lycée Pierre Lagourgue;Le Tampon;974;France;S;Anglais;Chinois
DUT RT;XXX4373;Yyy206;148438;M;02/07/2002;En Terminale;Lycée français;Lycée Pierre Lagourgue;Le Tampon;974;France;S;Anglais;Chinois
DUT CS;XXX2651;Yyy209;148498;F;05/02/2002;En Terminale;Lycée français;Lycée Pierre Lagourgue;Le Tampon;974;France;ST2S;Anglais;Espagnol
DUT CS;XXX2228;Yyy298;149007;F;16/07/2001;En Terminale;Lycée français;Clément Marot Lycée des métiers du tertiaire et du social;Cahors;46;France;P;Anglais;
DUT CS;XXX2556;Yyy389;149009;F;15/07/2002;En Terminale;Lycée français;Clément Marot Lycée des métiers du tertiaire et du social;Cahors;46;France;P;Anglais;
DUT RT;XXX8740;Yyy986;149349;M;09/03/2001;En Terminale;Lycée français;Lycée professionnel Paul Langevin;Saint-Joseph;974;France;P;Anglais;
DUT CS;XXX2815;Yyy282;150725;F;17/11/2002;En Terminale;Lycée français;Lycée Bellepierre;Saint-Denis;974;France;ST2S;Anglais;Espagnol
DUT CS;XXX3588;Yyy216;150917;F;11/01/2002;En Terminale;Lycée français;Lycée Bellepierre;Saint-Denis;974;France;ST2S;Anglais;Espagnol
DUT CS;XXX4256;Yyy830;150952;F;29/06/2002;En Terminale;Lycée français;Lycée Bellepierre;Saint-Denis;974;France;ST2S;Anglais;Espagnol
DUT GIM;XXX9884;Yyy464;151060;M;04/08/2000;En Terminale;Lycée français;Lycée Bellepierre;Saint-Denis;974;France;S;Anglais;Espagnol
DUT INFO;XXX5312;Yyy503;151060;M;04/08/2000;En Terminale;Lycée français;Lycée Bellepierre;Saint-Denis;974;France;S;Anglais;Espagnol
DUT CS;XXX1325;Yyy817;151734;F;31/01/2002;En Terminale;Lycée français;Lycée professionnel De Kaweni;Mamoudzou;976;France;P;Anglais;
DUT RT;XXX2060;Yyy219;151895;M;06/05/2002;En Terminale;Lycée français;Lycée de Vincendo;Saint-Joseph;974;France;S;Anglais;Espagnol
DUT RT;XXX1368;Yyy222;152812;M;22/03/2002;En Terminale;Lycée français;Lycée Fustel De Coulanges;Massy;91;France;S;Anglais;Espagnol
DUT INFO;XXX6687;Yyy609;153916;M;17/06/2001;En Terminale;Lycée français;Lycée des Métiers - Paul Mathou;Gourdan-Polignan;31;France;STI2D;Anglais;Espagnol
DUT RT;XXX8322;Yyy232;153916;M;17/06/2001;En Terminale;Lycée français;Lycée des Métiers - Paul Mathou;Gourdan-Polignan;31;France;STI2D;Anglais;Espagnol
DUT GIM;XXX5458;Yyy237;153955;M;03/03/2002;En Terminale;Lycée français;Lycée des Métiers - Paul Mathou;Gourdan-Polignan;31;France;S;Anglais;Espagnol
DUT GIM;XXX8576;Yyy988;153959;M;12/12/2002;En Terminale;Lycée français;Lycée des Métiers - Paul Mathou;Gourdan-Polignan;31;France;STI2D;Anglais;Espagnol
DUT CS;XXX9887;Yyy405;153971;F;06/02/2001;En Terminale;Lycée français;Lycée des Métiers - Paul Mathou;Gourdan-Polignan;31;France;ES;Anglais;Espagnol
DUT GIM;XXX9489;Yyy930;154026;M;06/01/2002;En Terminale;Lycée français;Lycée des Métiers - Paul Mathou;Gourdan-Polignan;31;France;S;Anglais;Espagnol
DUT GIM;XXX2775;Yyy272;154064;M;18/10/2002;En Terminale;Lycée français;Lycée des Métiers - Paul Mathou;Gourdan-Polignan;31;France;STI2D;Anglais;Espagnol
DUT INFO;XXX4769;Yyy354;154071;M;06/01/2002;En Terminale;Lycée français;Lycée des Métiers - Paul Mathou;Gourdan-Polignan;31;France;S;Anglais;Espagnol
DUT RT;XXX4818;Yyy243;154071;M;06/01/2002;En Terminale;Lycée français;Lycée des Métiers - Paul Mathou;Gourdan-Polignan;31;France;S;Anglais;Espagnol
DUT CS;XXX8643;Yyy975;154141;F;31/07/2001;En Terminale;Lycée français;Lycée Antoine De St Exupery;Terrasson-Lavilledieu;24;France;ES;Anglais;Espagnol
DUT CS;XXX5911;Yyy226;154181;F;12/05/2002;En Terminale;Lycée français;Lycée Antoine De St Exupery;Terrasson-Lavilledieu;24;France;ES;Anglais;Espagnol
DUT GIM;XXX9666;Yyy531;155015;M;10/12/2002;En Terminale;Lycée français;Lycée français de Caracas;Caracas;99;Vénézuela;S;Espagnol;Anglais
DUT INFO;XXX4956;Yyy497;155016;M;13/12/2001;En Terminale;Lycée français;Lycée français de Caracas;Caracas;99;Vénézuela;S;Anglais;Espagnol
DUT INFO;XXX1444;Yyy299;155019;F;25/03/2002;En Terminale;Lycée français;Lycée français de Caracas;Caracas;99;Vénézuela;S;Anglais;Espagnol
DUT GIM;XXX8938;Yyy985;155498;M;10/10/2002;En Terminale;Lycée français;Lycée Maurice JANETTI;Saint-Maximin-la-Sainte-Baume;83;France;STI2D;Anglais;Espagnol
DUT GIM;XXX3090;Yyy177;155647;F;23/04/2002;En Terminale;Lycée français;Lycée Saint-Charles;Saint-Brieuc;22;France;S;Anglais;Espagnol
DUT GIM;XXX4251;Yyy326;156555;M;25/05/2002;En Terminale;Lycée français;Lycée Jeanne D'Arc;Sainte-Adresse;76;France;STI2D;Anglais;Espagnol
DUT GIM;XXX4863;Yyy664;157810;M;05/08/2002;En Terminale;Lycée français;Lycée Maintenon;Hyères;83;France;S;Anglais;Espagnol
DUT INFO;XXX9098;Yyy714;157975;M;09/11/1998;En Terminale;Lycée français;Lycée professionnel Saint-Joseph;Rodez;12;France;P;Anglais;
DUT GIM;XXX7158;Yyy224;159225;M;11/05/2000;En Terminale;Lycée français;Lycée professionnel Georges Cisson;Toulon;83;France;FC;;
DUT CS;XXX2788;Yyy332;160695;F;22/07/2002;En Terminale;Lycée français;Lycée Rene Cassin;Montfort-sur-Meu;35;France;ES;Anglais;Espagnol
DUT INFO;XXX8920;Yyy720;161376;M;22/07/2002;En Terminale;Lycée français;Lycée français Charles Lepierre;Lisbonne;99;Portugal;S;Anglais;Espagnol
DUT INFO;XXX9200;Yyy991;162404;M;21/09/2002;En Terminale;Lycée français;Lycée français de Saint-Domingue;Saint-Domingue ;99;République Dominicaine;S;Espagnol;Anglais
DUT CS;XXX9193;Yyy834;164630;F;14/08/2002;En Terminale;Lycée français;Lycée Marie Curie;Saint-Benoît;974;France;ST2S;Anglais;Allemand
DUT INFO;XXX8477;Yyy669;165553;M;21/03/2002;En Terminale;Lycée français;Lycée Julie-Victoire Daubié;Argenteuil;95;France;ES;Anglais;Espagnol
DUT INFO;XXX6268;Yyy314;167221;M;24/04/2002;En Terminale;Lycée français;Lycée Evariste de Parny;Saint-Paul;974;France;S;Anglais;Espagnol
DUT GIM;XXX9671;Yyy776;167379;M;22/01/2002;En Terminale;Lycée français;Lycée Evariste de Parny;Saint-Paul;974;France;S;Anglais;Espagnol
DUT CS;XXX4842;Yyy920;167610;F;10/01/2001;En Terminale;Lycée français;Lycée Louis Payen;Saint-Paul;974;France;STMG;Espagnol;Anglais
DUT INFO;XXX1654;Yyy855;168507;M;06/01/2003;En Terminale;Lycée français;Lycée polyvalent Nikola Tesla;Dourdan;91;France;S;Anglais;Allemand
DUT GIM;XXX9817;Yyy574;169236;M;03/04/2002;En Terminale;Lycée français;Lycée Nicéphore Niepce;Chalon-sur-Saône;71;France;STI2D;Anglais;Espagnol
DUT INFO;XXX8827;Yyy285;169382;M;29/11/2002;En Terminale;Lycée français;Lycée Nicéphore Niepce;Chalon-sur-Saône;71;France;STI2D;Anglais;Espagnol
DUT INFO;XXX7593;Yyy333;170038;M;04/07/2001;En Terminale;Lycée français;Lycée Albert De Mun;Nogent-sur-Marne;94;France;S;Anglais;Espagnol
DUT CS;XXX6901;Yyy248;170961;F;17/05/2001;En Terminale;Lycée français;Lycée Jules Uhry;Creil;60;France;ST2S;Anglais;Espagnol
DUT INFO;XXX3322;Yyy437;171620;M;18/07/2002;En Terminale;Lycée français;Lycée général et technologique de Boulogne-Billancourt;Boulogne-Billancourt;92;France;S;Anglais;Espagnol
DUT INFO;XXX6891;Yyy121;172220;M;01/11/2002;En Terminale;Lycée français;Lycée Catholique St Charles;Saint-Pierre;974;France;S;Anglais;Allemand
DUT CS;XXX5944;Yyy689;172269;M;14/06/2002;En Terminale;Lycée français;Lycée Catholique St Charles;Saint-Pierre;974;France;STMG;Anglais;Espagnol
DUT RT;XXX6963;Yyy481;172317;M;13/03/2002;En Terminale;Lycée français;Lycée Catholique St Charles;Saint-Pierre;974;France;STMG;Anglais;Espagnol
DUT INFO;XXX8847;Yyy334;172366;F;09/01/2002;En Terminale;Lycée français;Lycée Catholique St Charles;Saint-Pierre;974;France;S;Anglais;Espagnol
DUT CS;XXX8237;Yyy116;172399;F;07/08/2002;En Terminale;Lycée français;Lycée Catholique St Charles;Saint-Pierre;974;France;STMG;Anglais;Espagnol
DUT INFO;XXX9080;Yyy176;173436;M;01/03/2002;En Terminale;Lycée français;LYCEE PRIVE SAINT GUILHEM;Clermont-l'Hérault;34;France;S;Espagnol;Anglais
DUT INFO;XXX4227;Yyy925;173704;M;22/08/2002;En Terminale;Lycée français;Lycée Leonce Vieljeux;La Rochelle;17;France;STI2D;Anglais;Espagnol
DUT INFO;XXX4780;Yyy621;173709;M;28/05/2002;En Terminale;Lycée français;Lycée Leonce Vieljeux;La Rochelle;17;France;STI2D;Anglais;Espagnol
DUT GIM;XXX6295;Yyy440;173921;M;11/06/2002;En Terminale;Lycée français;Lycée Leonce Vieljeux;La Rochelle;17;France;S;Anglais;Espagnol
DUT INFO;XXX6418;Yyy394;173944;M;16/04/2001;En Terminale;Lycée français;Lycée Leonce Vieljeux;La Rochelle;17;France;S;Anglais;Espagnol
DUT RT;XXX1644;Yyy803;173970;M;22/11/2002;En Terminale;Lycée français;Lycée Leonce Vieljeux;La Rochelle;17;France;S;Anglais;Espagnol
DUT CS;XXX3528;Yyy420;174858;F;21/06/2001;En Terminale;Lycée français;Lycée Jean Dautet;La Rochelle;17;France;STMG;Anglais;Espagnol
DUT GIM;XXX7128;Yyy303;175048;M;20/05/2003;En Terminale;Lycée français;Lycée Jean Dautet;La Rochelle;17;France;S;Anglais;Espagnol
DUT CS;XXX2791;Yyy672;175237;F;21/08/2000;En Terminale;Lycée français;ERUDIS Formation;Avignon;84;France;CPES;;
DUT INFO;XXX5802;Yyy617;178287;M;14/01/2001;En Terminale;Lycée français;Lycée Français de Lomé;Lomé;99;Togo;S;Anglais;Espagnol
